Indent|Reference|Text|Document|Page|Heading|full_reference|word_count
3|(e)|a detailed business plan which must, inter alia, include full details of the following key aspects:|||False|A.3(B)(ii)(e)|16
4|(aa)|equity structure, which requires that the full ownership of the unlisted company be disclosed, including the identity of the beneficial owner(s);|||False|A.3(B)(ii)(e)(aa)|21
4|(bb)|proposed organisational structure including, where applicable, a description of the intended use of agents and branches;|||False|A.3(B)(ii)(e)(bb)|16
4|(cc)|details of funding of the ADLA, i.e. own funds, loan funding (if so, name of lender and domicile) and other sources;|||False|A.3(B)(ii)(e)(cc)|21
4|(dd)|a reasonably measurable forecast budget calculation for the first three financial years which demonstrates that the applicant is able to employ appropriate systems, resources and procedures to operate soundly;|||False|A.3(B)(ii)(e)(dd)|29
4|(ee)|a description of the applicant's governance arrangements and internal control mechanisms relating to, inter alia, administrative, risk management and accounting procedures, which demonstrates that these governance arrangements, control mechanisms and procedures are appropriate, sound and adequate;|||False|A.3(B)(ii)(e)(ee)|36
3|(f)|A declaration by shareholders and beneficial owner(s) that:|||False|A.3(B)(ii)(f)|8
4|(aa)|they hold the shares in their personal capacity and not as agents or nominees for disclosed or undisclosed principals;|||False|A.3(B)(ii)(f)(aa)|19
4|(bb)|there are no silent partners controlling the shareholders of the company; and|||False|A.3(B)(ii)(f)(bb)|12
4|(cc)|approval from the Financial Surveillance Department will be obtained in respect of any subsequent changes in the beneficial ownership of the ADLA;|||False|A.3(B)(ii)(f)(cc)|22
3|(g)|a Risk Management and Compliance Programme of the ADLA as required in terms of section 42 of the FIC Act. The Financial Surveillance Department will indicate whether the Risk Management and Compliance Programme is sufficient to enable the ADLA to comply to its obligations under chapter 3 of the FIC Act. The Risk Management and Compliance Programme should, inter alia, include details in respect of the following:|||False|A.3(B)(ii)(g)|67
4|(aa)|approval from the board of directors of the ADLA. The board of directors of the ADLA must ensure compliance by the ADLA and its employees with the provisions of the FIC Act and the Risk Management and Compliance Programme;|||False|A.3(B)(ii)(g)(aa)|39
4|(bb)|the compliance function to assist the board of directors of the ADLA in discharging their obligations in (1) above;|||False|A.3(B)(ii)(g)(bb)|19
4|(cc)|the person to be appointed with the necessary competence and seniority responsible to ensure the effectiveness of the compliance function (section 42A(1)(b) of the FIC Act);|||False|A.3(B)(ii)(g)(cc)|26
4|(dd)|how the Risk Management and Compliance Programme enables the ADLA to identify, assess, monitor, mitigate and manage the money laundering and terrorist financing risk of products or services offered by the ADLA;|||False|A.3(B)(ii)(g)(dd)|32
4|(ee)|the manner in which the ADLA determines if a person is:|||False|A.3(B)(ii)(g)(ee)|11
5|(1)|a prospective client in the process of establishing a business relationship or entering into a single transaction with the ADLA; or|||False|A.3(B)(ii)(g)(ee)(1)|21
5|(2)|a client who has established a business relationship or entered into a single transaction;|||False|A.3(B)(ii)(g)(ee)(2)|14
4|(ff)|the manner in which the ADLA complies with section 20A of the FIC Act (anonymous clients and clients acting under false or fictitious names);|||False|A.3(B)(ii)(g)(ff)|24
4|(gg)|the manner in which and the processes by which the establishment and verification of the identity of persons|||False|A.3(B)(ii)(g)(gg)|18
4||whom the ADLA must identify in terms of Part 1 of Chapter 3 of the FIC Act is performed by the ADLA;|||False|A.3(B)(ii)(g)(gg)|22
4|(hh)|the manner in which the ADLA determines whether future transactions that will be performed in the course of the business relationship are consistent with the ADLA's knowledge of a prospective client;|||False|A.3(B)(ii)(g)(hh)|31
2|(ii)|the manner in which and the processes by which the ADLA conducts additional CDD measures in respect of legal persons, trusts and partnerships;|||False|A.3(B)(ii)|23
4|(jj)|the manner in which and the processes by which ongoing CDD and account monitoring in respect of business relationships is conducted by the ADLA;|||False|A.3(B)(ii)(g)(jj)|24
4|(kk)|the manner in which the examining of:|||False|A.3(B)(ii)(g)(kk)|7
5|(1)|complex or unusually large transactions; and|||False|A.3(B)(ii)(g)(kk)(1)|6
5|(2)|unusual patterns of transactions which have no apparent business or lawful purpose, and keeping of written findings relating thereto, is done by the ADLA;|||False|A.3(B)(ii)(g)(kk)(2)|24
4|(ll)|the manner in which and the processes by which the ADLA will confirm information relating to a client when the ADLA has doubts about the veracity of previously obtained information;|||False|A.3(B)(ii)(g)(ll)|30
4|(mm)|the manner in which and the processes by which the ADLA will perform the CDD requirements in accordance with sections 21, 21A, 21B and 21C of the FIC Act when, during the course of a business relationship, the ADLA suspects that a transaction or activity is suspicious or unusual as contemplated in section 29 of the FIC Act|||False|A.3(B)(ii)(g)(mm)|58
4|(nn)|the manner in which the ADLA will terminate an existing business relationship as contemplated in section 21E of the FIC Act;|||False|A.3(B)(ii)(g)(nn)|21
4|(oo)|the manner in which and the processes by which the ADLA determines whether a prospective client is a foreign prominent public official or a domestic prominent influential person;|||False|A.3(B)(ii)(g)(oo)|28
4|(pp)|the manner in which and the processes by which enhanced CDD is conducted for higher-risk business relationships and when simplified customer CDD might be permitted by the ADLA;|||False|A.3(B)(ii)(g)(pp)|28
4|(qq)|the manner in which and place at which the records are kept by the ADLA in terms of Part 2 of Chapter 3 of the FIC Act (sections 22, 22A, 23 and 24);|||False|A.3(B)(ii)(g)(qq)|33
4|(rr)|how the ADLA determines when a transaction or activity is reportable to the Financial Intelligence Centre under Part 3 of Chapter 3 of the FIC Act;|||False|A.3(B)(ii)(g)(rr)|26
4|(ss)|the processes for reporting information to the Financial Intelligence Centre under Part 3 of Chapter 3 of the FIC Act including:|||False|A.3(B)(ii)(g)(ss)|21
5|(1)|dealing with property associated with terrorist and related activities (section 28A);|||False|A.3(B)(ii)(g)(ss)(1)|11
5|(2)|reporting cash transactions above the R24 999.99 limit (section 28);|||False|A.3(B)(ii)(g)(ss)(2)|10
5|(3)|reporting suspicious and unusual transactions (section 29) and the  tipping  off  provision  (section 29(3));|||False|A.3(B)(ii)(g)(ss)(3)|14
5|(4)|protection of persons making reports (section 38); and|||False|A.3(B)(ii)(g)(ss)(4)|8
5|(5)|access to information (sections 27 and 32);|||False|A.3(B)(ii)(g)(ss)(5)|7
4|(tt)|the manner in which the Risk Management and Compliance Programme is implemented in branches, so as to enable the ADLA to comply with its obligations under the FIC Act;|||False|A.3(B)(ii)(g)(tt)|29
4|(uu)|the processes for the ADLA to implement its Risk Management and Compliance Programme; and|||False|A.3(B)(ii)(g)(uu)|14
4|(vv)|provision for disciplinary steps and corrective action in the event of non-compliance by the ADLA and its staff members (sections 46 to 66).|||False|A.3(B)(ii)(g)(vv)|23
2|(iii)|a duly completed Statement by individuals who are holding, or are proposing to hold, the office of a director and/or, shareholder and by the beneficial owner(s) in an Authorised Dealer in foreign exchange with limited authority, a copy of which is attached hereto as Annexure B, duly signed and supported by the required documentation;|||False|A.3(B)(iii)|54
2|(iv)|a duly completed consent and declaration form by individuals who are holding, or are proposing to hold, the office of a director and/or, shareholder and by the beneficial owner(s) in an Authorised Dealer in foreign exchange with limited authority, a copy of which is attached hereto as Annexure C, duly signed and supported by the required documentation;|||False|A.3(B)(iv)|57
2|(v)|full details of the proposed implementation of the Reporting System. The Divisional Head: System Business Support Division, Financial Surveillance Department, South African Reserve Bank, P O Box 3125, Pretoria, 0001 may be contacted for full details in this regard. Alternatively an email can be sent to FNS-Development@resbank.co.za.|||False|A.3(B)(v)|47
1|(C)|Adjudication process|||True|A.3(C)|2
2|(i)|The application to conduct the business of an ADLA will be considered on receipt thereof by the Financial Surveillance Department taking into account, inter alia, factors pertaining to the overall national and economic interest of South Africa.|||False|A.3(C)(i)|37
2|(ii)|Should the Financial Surveillance Department be satisfied that all the requirements have been met, a conditional written approval will be granted to the applicant to conduct the business of an ADLA.|||False|A.3(C)(ii)|31
2|(iii)|The ADLA will only be permitted to commence with the approved business once the following conditions have been met:|||False|A.3(C)(iii)|19
3|(a)|the beneficial owner(s), shareholder(s), director(s), senior exchange control officer and the anti-money laundering compliance officer are deemed as 'fit and proper' by the Financial Surveillance Department;|||False|A.3(C)(iii)(a)|26
3|(b)|successful testing and certification of the Reporting System;|||False|A.3(C)(iii)(b)|8
3|(c)|written confirmation from a registered bank is provided that the minimum unimpaired capital requirement of R2 million is in place for a category one ADLA, R3 million for a category two ADLA, R5 million for a category three ADLA and R8 million for a category four ADLA;|||False|A.3(C)(iii)(c)|47
3|(d)|written confirmation from the company's director(s) is provided that the unimpaired capital will remain unimpaired in the business of the ADLA during the lifetime of its operations (see section B.2(A)(i) of the ADLA Manual for conditions applicable to unimpaired capital);|||False|A.3(C)(iii)(d)|40
3|(e)|finalisation and approval of the proposed place of business;|||False|A.3(C)(iii)(e)|9
3|(f)|finalisation of the Risk Management and Compliance Programme for compliance in accordance with the provisions of section 42 of the FIC Act; and|||False|A.3(C)(iii)(f)|23
3|(g)|finalisation of the appointment of a senior exchange control officer and anti-money laundering compliance officer. Detailed curricula vitae of the proposed candidates must be forwarded to the Financial Surveillance Department, who reserves the right to veto the appointment of parties deemed not suitable for the respective|||False|A.3(C)(iii)(g)|46
3||positions.|||False|A.3(C)(iii)(g)|1
2|(iv)|It should be noted that the above-mentioned conditions must be met within a period of six months from the date of the conditional approval issued by the Financial Surveillance Department, failing which such approval may be withdrawn.|||False|A.3(C)(iv)|37
2|(v)|Should the Financial Surveillance Department be satisfied that all the conditions mentioned in (iii) above have been met, it will arrange for the publication of the name of the entity and the authorisation granted in the Government Gazette.|||False|A.3(C)(v)|38
2|(vi)|Once the details mentioned have been published in the Government Gazette, the Financial Surveillance Department will issue to the ADLA concerned a formal letter of appointment.|||False|A.3(C)(vi)|26
2|(vii)|The letter of appointment to conduct the business of an ADLA is neither tradable nor transferable.|||False|A.3(C)(vii)|16
2|(viii)|A circular will then be issued by the Financial Surveillance Department to notify all the Authorised Dealers, ADLAs and other role players of the appointment of the new ADLA.|||False|A.3(C)(viii)|29
2|(ix)|Section A.2(A) of the ADLA Manual will be updated by including the name of the new ADLA.|||False|A.3(C)(ix)|17
2|(x)|It should be noted that Regulation 22, inter alia, provides that any person who makes an incorrect statement in a declaration made or return rendered for the purposes of these Regulations or refuses or neglects to furnish any information which he is required to furnish under these Regulations, shall be guilty of an offence and liable upon conviction to a fine or to imprisonment or to both such fine and imprisonment. This may also result in the authorisation granted being withdrawn.|||False|A.3(C)(x)|81
2|(xi)|It should be noted that this section only contains terms and conditions for the submission of an application for authorisation to conduct the business of an ADLA and that compliance therewith should not be construed as an indication that the application will necessarily be approved.|||False|A.3(C)(xi)|45
2|(xii)|Should the Financial Surveillance Department decline an application for authorisation to conduct the business of an ADLA, a written notice of the decision will be provided to the applicant concerned.|||False|A.3(C)(xii)|30
0|A.4|Duties and responsibilities of Authorised Dealers in foreign exchange with limited authority|||True|A.4|12
1|(A)|Introduction|||True|A.4(A)|1
2|(i)|ADLAs should note that when approving requests in terms of the ADLA Manual, they are in terms of the Regulations, not allowed to grant permission to clients and must refrain from using wording that approval/permission is granted in correspondence with their clients. Instead reference should be made to the specific section of the ADLA Manual in terms of which the clients is permitted to transact.|||False|A.4(A)(i)|65
2|(ii)|In carrying out the important duties entrusted to them, ADLAs should appreciate that uniformity of policy is essential, and that to ensure this it is necessary that the requirements contained in the Regulations, ADLA Manual, circulars, the FIC Act and Regulations under the FIC Act be applied strictly and impartially by all concerned.|||False|A.4(A)(ii)|53
2|(iii)|Any deviation from or non-compliance with the directives contained in the above-mentioned documents must be reported to the Financial Surveillance Department and is regarded in a serious light. ADLAs are urged to adhere strictly to the letter and the spirit of these directives.|||False|A.4(A)(iii)|43
2|(iv)|In the interest of all parties concerned, action may be taken in the event of transgressions of the Regulations, the FIC Act and non-compliance with the requirements outlined in the ADLA Manual. The circulars, other directives and authorities need to be emphasised and adhered to by both the ADLA and its clients.|||False|A.4(A)(iv)|52
2|(v)|ADLAs must ensure that foreign currency is made available for legitimate purposes only.|||False|A.4(A)(v)|13
2|(vi)|Care must be exercised by ADLAs to ensure that no payments to third parties abroad are effected. Transactions of this nature must be referred to the Financial Surveillance Department for prior written approval.|||False|A.4(A)(vi)|33
1|(B)|Procedures to be followed by Authorised Dealers in foreign exchange with limited authority in administering the Exchange Control Regulations|||True|A.4(B)|19
2|(i)|In cases where an ADLA is uncertain and/or cannot approve the purchase or sale of foreign currency or any other transaction in terms of the permissions, conditions and limits set out in this ADLA Manual or the FIC Act, an application should be submitted to the Financial Surveillance Department through the head office of the ADLA concerned.|||False|A.4(B)(i)|57
2|(ii)|Should an ADLA have any doubt as to whether or not it may approve a request, an application must be submitted to the Financial Surveillance Department. ADLAs must as a general rule, refrain from their own interpretation of the ADLA Manual.|||False|A.4(B)(ii)|41
2|(iii)|An ADLA must, at the time of applying to register a new branch with the Financial Surveillance Department, supply a branch code number not exceeding eight digits. ADLAs are also required to ensure that when submitting applications to the Financial Surveillance Department the branch code number is reflected on the top of the application. The branch code number may replace the name of the branch or may be reflected together with the name of the branch.|||False|A.4(B)(iii)|76
2|(iv)|When submitting applications for consideration, ADLAs should ensure that the surname and full first names (in the case of an individual) and/or the correct registered name (in the case of a legal entity or juristic person, e.g. companies and partnerships) are furnished. Identification numbers for private individuals and registration numbers in respect of legal entities or juristic persons must also be furnished. The same names must be used in subsequent applications, unless specific attention is drawn to a name change.|||False|A.4(B)(iv)|80
2|(v)|The Financial Surveillance Department is required to be in possession of full information regarding the transaction, its nature and purpose (clearly specifying the motive and intent), before consulting with the Treasury or exercising the powers, functions and/or duties delegated to it by the Minister of Finance. Any previous application that has any bearing (directly or indirectly) on the current application must be referred to as previous related correspondence.|||False|A.4(B)(v)|68
2|(vi)|ADLAs must state whether or not they recommend the application and their reasons for making or withholding their recommendation.|||False|A.4(B)(vi)|19
2|(vii)|Urgent applications may be submitted through the secure website of the South African Reserve Bank at https://www7.resbank.co.za/iforms.nsf. To access this facility, a user-ID and password are required, which can be obtained from the Financial Surveillance Department by sending an email to FNS-HEADTYPIST@resbank.co.za in this regard.|||False|A.4(B)(vii)|45
2|(viii)|Any authority granted by the Financial Surveillance Department to an ADLA is not transferable to another ADLA or Authorised Dealer and should be regarded as cancelled if the applicants concerned do not avail thereof within a period of six months from the date of such authority. The six month validity period would not apply to those authorities that were granted for periods longer than six months. The Financial Surveillance Department, however, reserves the right to cancel any authority with immediate effect.|||False|A.4(B)(viii)|81
2|(ix)|It is essential that all transactions must be concluded on the particular basis as formally sanctioned. Accordingly, any deviation from the arrangements originally approved should be referred to the Financial Surveillance Department.|||False|A.4(B)(ix)|32
2|(x)|ADLAs are required to report all cross-border foreign exchange transactions to the Financial Surveillance Department according to the rules and in the format prescribed in the Business and Technical Specifications document.|||False|A.4(B)(x)|31
2|(xi)|ADLAs are reminded that the reporting of cross-border foreign exchange transactions, as indicated above, does not exempt them in any way from complying with the requirements contained in the ADLA Manual and the provisions of the Regulations.|||False|A.4(B)(xi)|37
2|(xii)|The arrangements set out in the ADLA Manual should in no manner be construed as absolving ADLAs, their clients and associated entities from their duties and obligations under any other law, including but not limited to the Prevention of Organised Crime Act, 1998 (Act No. 121 of 1998), the Financial Intelligence Centre Act, 2001 (Act No. 38 of 2001) and the Protection of Constitutional Democracy against Terrorist and Related Activities Act, 2004 (Act No. 33 of 2004).|||False|A.4(B)(xii)|77
2|(xiii)|Applications submitted to the Financial Surveillance Department must be numbered in a sequential numerical order to ensure that all exchange control applications submitted and replies thereto are duly accounted for. Authorised Dealers in foreign exchange with limited authority must furnish the Financial Surveillance Department on a quarterly basis with a return of missing application sequence numbers. Kindly refer to Section B.2(H)(viii) of the ADLA Manual.|||False|A.4(B)(xiii)|65
2||Authorised Dealers in foreign exchange with limited authority must reset their application numbering systems to zero at the beginning of each calendar year.|||False|A.4(B)(xiii)|23
1|(C)|Documentary evidence required by an Authorised Dealers in foreign exchange with limited authority|||True|A.4(C)|13
2|(i)|As far as documentary evidence as called for in the various sections of the ADLA Manual is concerned, ADLAs must endorse such documentation 'original sighted' or alternatively where such documentation is stored digitally and an audit trail exists, no endorsement is required.|||False|A.4(C)(i)|42
2|(ii)|The copies of documents must be retained for a period of five years for inspection purposes and ADLAs must point out to their clients that the original documents must be retained for a period of five years for inspection purposes.|||False|A.4(C)(ii)|40
2|(iii)|Whenever documentary evidence is called for in any section of the ADLA Manual, ADLAs shall be obliged to ensure that such documentary evidence, which shall be obtained and scrutinised in connection with all transactions involving the purchase or sale of foreign currency in the spot market, shall in terms of accepted trade usage, or established accounting, commercial or legal practice, be the best evidence for purposes of:|||False|A.4(C)(iii)|67
3|(a)|identifying and verifying the nature, category or class of the relevant transaction;|||False|A.4(C)(iii)(a)|12
3|(b)|proving and verifying the obligation(s) of each resident who is a party to the relevant transaction to make payment(s) of foreign currency or to place such foreign currency to the credit of any non- resident who is a party to the relevant transaction and/or proving and verifying the right(s) of each resident who is a party to the relevant transaction to receive payment(s) of foreign currency from or have such foreign currency placed to its credit by any non- resident who is a party to the relevant transaction; and|||False|A.4(C)(iii)(b)|89
3|(c)|proving and verifying the amount(s) and timing of each foreign currency payment or credit referred to in (b) above.|||False|A.4(C)(iii)(c)|19
2|(iv)|Where the original set of documents are not obtainable, ADLAs may accept those produced by photocopying, faxing or printed copies of electronic documents.|||False|A.4(C)(iv)|23
0|B.1|Business activities of an Authorised Dealer in foreign exchange with limited authority|||True|B.1|12
1|(A)|Category One: Bureaux de Change|||True|B.1(A)|5
2|(i)|Business activities|||True|B.1(A)(i)|2
2||The business activities of a Category One ADLA are restricted to:|||False|B.1(A)(i)|11
3|(a)|buying of foreign currency, including travellers cheques, on a spot transaction basis for Rand from travellers, Authorised Dealers and businesses directly related to the tourist industry (see subsection (ii)(j) below for further details); and|||False|B.1(A)(i)(a)|34
3|(b)|selling of foreign currency, in any approved format, on a spot transaction basis for Rand to travellers and Authorised Dealers.|||False|B.1(A)(i)(b)|20
2|(ii)|Permissible transactions|||True|B.1(A)(ii)|2
2||The following transactions may be entered into by a Category One ADLA:|||False|B.1(A)(ii)|12
3|(a)|Resident individuals|||True|B.1(A)(ii)(a)|2
4|(aa)|A travel allowance within the single discretionary allowance limit of R1 million per calendar year may be availed of by residents (natural persons) who are 18 years and older.|||False|B.1(A)(ii)(a)(aa)|29
4|(bb)|Residents (natural persons) who are under the age of 18 years may avail of a travel allowance not exceeding an amount of R200 000 per calendar year.|||False|B.1(A)(ii)(a)(bb)|27
4|(cc)|The ADLA should at the time of processing the transaction view the client's valid passport, and if travelling by air, the client's passenger ticket. A travel itinerary may not be accepted.|||False|B.1(A)(ii)(a)(cc)|31
4|(dd)|Any traveller who, on departure does not avail of the full travel allowance may be accorded the unused portion while abroad, provided that the overall limit is not exceeded and the allowance is availed of in the same calendar year.|||False|B.1(A)(ii)(a)(dd)|40
4|(ee)|A resident whose visit extends from the current year into the following year may be accorded foreign currency in respect of the next year's facilities without returning to South Africa.|||False|B.1(A)(ii)(a)(ee)|30
3|(b)|Immigrants|||True|B.1(A)(ii)(b)|1
4|(aa)|Prospective immigrants and immigrants who have applied for, but who have not been granted permanent residence in South Africa may be granted a travel allowance within the single discretionary allowance limit of R1 million per calendar year.|||False|B.1(A)(ii)(b)(aa)|37
4|(bb)|The ADLA should view documentary evidence to ensure that the funds tendered in payment represent either savings from local earnings or the proceeds of foreign currency introduced to and exchanged in South Africa.|||False|B.1(A)(ii)(b)(bb)|33
4|(cc)|The ADLA should at the time of processing the transaction also view the client's valid passport, and if travelling by air, the client's passenger ticket. A travel itinerary may not be accepted.|||False|B.1(A)(ii)(b)(cc)|32
3|(c)|Foreign nationals temporarily resident in South Africa|||False|B.1(A)(ii)(c)|7
4|(aa)|Foreign nationals may be granted a travel allowance within the single discretionary allowance limit of R1 million per calendar year.|||False|B.1(A)(ii)(c)(aa)|20
4|(bb)|The ADLA should view documentary evidence to ensure that funds tendered in payment represent either savings from local earnings or the proceeds of foreign currency introduced to and exchanged in South Africa.|||False|B.1(A)(ii)(c)(bb)|32
4|(cc)|The ADLA should at the time of processing the transaction also view the client's valid passport, and if travelling by air, the client's passenger ticket. A travel itinerary may not be accepted.|||False|B.1(A)(ii)(c)(cc)|32
3|(d)|Common Monetary Area residents|||True|B.1(A)(ii)(d)|4
4|(aa)|Residents of Lesotho, Namibia and eSwatini do not qualify to be accorded a travel allowance in South Africa except for the following:|||False|B.1(A)(ii)(d)(aa)|22
5|(1)|CMA residents who travel overland to and from other CMA countries through a SADC country up an amount not exceeding R25 000 per calendar year. This allocation does not form part of the permissible travel allowance for residents.|||False|B.1(A)(ii)(d)(aa)(1)|38
5|(2)|Foreign currency may be sold to foreign diplomats, accredited foreign diplomatic staff as well as students with a valid student card from other CMA member countries while in South Africa.|||False|B.1(A)(ii)(d)(aa)(2)|30
5|(3)|Residents of the other CMA countries, in South Africa, may be accorded foreign currency at local international airports to cover unforeseen incidental costs while in transit, subject to viewing a passenger ticket confirming a destination outside the CMA.|||False|B.1(A)(ii)(d)(aa)(3)|38
3|(e)|Residents proceeding temporarily abroad|||True|B.1(A)(ii)(e)|4
