Indent|Reference|Text|Document|Page|Heading|full_reference|word_count
2|(ii)|Should an Authorised Dealer have any doubt as to whether or not it may approve an application, such application must likewise be submitted to the Financial Surveillance Department. Authorised Dealers must as a general rule, refrain from their own interpretation of the Authorised Dealer Manual.|||False|A.3(B)(ii)|45
2|(iii)|Authorised Dealers are to ensure that when submitting applications to the Financial Surveillance Department, the branch code number is reflected on the top of the application. The branch code number may replace the name of the branch or may be reflected together with the named branch. Branches of Authorised Dealers who do not have a branch code number are requested to obtain an eight digit number from the Financial Surveillance Department.|||False|A.3(B)(iii)|71
2|(iv)|An Authorised Dealer shall furnish the Financial Surveillance Department, on a six-monthly basis, with a list of the names and the specimen signatures of officials authorised to sign correspondence addressed to the Financial Surveillance Department as well as the email addresses of at least two senior officials to whom urgent correspondence, if needed, could be referred to.|||False|A.3(B)(iv)|57
2|(v)|The Financial Surveillance Department is required to be in possession of full information regarding the transaction, its nature and purpose (clearly specifying the motive and intent), before consulting with the Treasury or exercising the powers, functions and/or duties delegated to it by the Minister of Finance. The application should therefore state whether there are or will be any other direct or indirect underlying, related or connected transactions or arrangements of any nature whatsoever. Any previous application that has any bearing (directly or indirectly) on the current application must be referred to as previous related correspondence.|||False|A.3(B)(v)|95
2|(vi)|When submitting applications for consideration, Authorised Dealers should ensure that the surname and full first names (in the case of an individual) and the correct registered name (in the case of a legal entity or juristic person, e.g. company, partnership or trust) are furnished. Identification numbers for private individuals and registration numbers in respect of legal entities or juristic persons must also be furnished. The same names must be used in subsequent applications, unless specific attention is drawn thereto.|||False|A.3(B)(vi)|79
2|(vii)|Authorised Dealers must state whether or not they recommend the application and their reasons for making or withholding their recommendation.|||False|A.3(B)(vii)|20
2|(viii)|Authorised Dealers' clients should on no account be advised to apply directly to the Financial Surveillance Department. Neither the Treasury nor the Financial Surveillance Department is in a position to consider an application without the comments and recommendations of the Authorised Dealer concerned.|||False|A.3(B)(viii)|43
2|(ix)|Applications submitted to the Financial Surveillance Department that do not contain sufficient information will be returned to the applicant's banker. Accordingly, to avoid unnecessary delays, Authorised Dealers must ensure that full and precise particulars of the underlying transaction are given in the first instance.|||False|A.3(B)(ix)|44
2|(x)|Urgent applications may be submitted through the secure website of the South African Reserve Bank at https://wwwi.resbank.co.za/iforms.nsf. To access this facility, a user-ID and password are required, which can be obtained from the Financial Surveillance Department by sending an email to FNS-HEADTYPIST@resbank.co.za in this regard.|||False|A.3(B)(x)|45
2|(xi)|Replies to applications will be addressed to the head offices of Authorised Dealers, who should ensure that the requirements of the Financial Surveillance Department are fully explained to branches to avoid any misunderstanding on the part of the latter and the applicants concerned.|||False|A.3(B)(xi)|43
2|(xii)|Where approval from the Financial Surveillance Department is to be executed (in whole or in part) by an Authorised Dealer other than the one who obtained the approval, the executing Authorised Dealer must first obtain a copy of such approval to ensure that all the terms and conditions laid down have been met. In the case of more than one Authorised Dealer executing a transaction, the onus is jointly on such Authorised Dealers to ensure compliance.|||False|A.3(B)(xii)|76
2|(xiii)|Any authority granted by the Financial Surveillance Department should be regarded as cancelled if the applicants concerned do not avail thereof within a period of six months from the date of such authority being granted. This would exclude authorities that were granted for longer periods. The Financial Surveillance Department reserves the right, however, to cancel any authority with immediate effect.|||False|A.3(B)(xiii)|60
2|(xiv)|It is essential that any transaction must be concluded on the particular basis as formally sanctioned and any deviation from the arrangements originally approved should be referred to the Financial Surveillance Department.|||False|A.3(B)(xiv)|32
2|(xv)|Authorised Dealers may sell foreign currency only for permissible purposes and on such conditions as the Treasury may determine.|||False|A.3(B)(xv)|19
2|(xvi)|It is the responsibility of the Authorised Dealer selling the foreign currency, and not that of the paying away bank, to ensure that the laid-down procedures and requirements are complied with. These duties may not be assigned to another Authorised Dealer. The only exception to this rule relates to forward contracts or foreign currency option contracts not exceeding 12 months to maturity in section D.1(B) of the Authorised Dealer Manual.|||False|A.3(B)(xvi)|70
2|(xvii)|Authorised Dealers may extend foreign currency-denominated facilities to South African corporates for the financing of approved foreign direct investments.|||False|A.3(B)(xvii)|19
2|(xviii)|The attention of Authorised Dealers is also drawn to, inter alia, the provisions of Regulation 10(1)(c). In this regard, it is essential that all transactions (e.g. purchase, sale, exchange, barter), between a resident and a non-resident, whereby capital or any right to capital is directly or indirectly exported from South Africa, especially those that have cross-border cash flow implications, are carefully scrutinised and documentary evidence sighted in order to ensure that such transactions are concluded at arm's length and at market related prices. In the case of any doubt on the part of the Authorised Dealer concerned, the proposed transaction is to be referred to the Financial Surveillance Department.|||False|A.3(B)(xviii)|109
2|(xix)|Clients of Authorised Dealers are not permitted to set off foreign commitments against foreign accruals, whether of a capital or a current nature, unless specifically authorised by the Financial Surveillance Department or as provided for in the Authorised Dealer Manual.|||False|A.3(B)(xix)|40
2|(xx)|Attempts have been made to circumvent the Financial Surveillance Department's requirements by applying to more than one Authorised Dealer. To prevent this, the following procedures have been laid down:|||False|A.3(B)(xx)|29
3|(a)|Should an Authorised Dealer to whom an application has been made, be in any doubt, such Authorised Dealer should confer with other Authorised Dealers to whom a similar application may have been made.|||False|A.3(B)(xx)(a)|33
3|(b)|Where the foreign exchange business of a client is divided, the Authorised Dealers concerned should consult among themselves to ensure that the requirements of the Financial Surveillance Department are being interpreted by each Authorised Dealer in a similar way and that all parties are conducting the business on an identical basis.|||False|A.3(B)(xx)(b)|51
2|(xxi)|Transactions passing through clients' accounts must be closely monitored as a possible means of affording information useful to the Financial Surveillance Department or of detecting any contravention of the Regulations which, if revealed, must be promptly reported to the Financial Surveillance Department. In this regard, the attention of Authorised Dealers is directed to the powers conferred on them under the provisions of Regulation 19(1), which entitle them to call for any information and to inspect any books or documents as may be necessary to ensure compliance with the Regulations. These powers should be fully availed of by Authorised Dealers in carrying out the powers, functions and/or duties assigned to them under the Regulations.|||False|A.3(B)(xxi)|113
2|(xxii)|Applications submitted to the Financial Surveillance Department must be numbered in a sequential numerical order to ensure that all exchange control applications submitted and replies thereto are duly accounted for. Authorised Dealers must furnish the Financial Surveillance Department on a quarterly basis with a return of missing application sequence numbers covering the preceding quarter containing:|||False|A.3(B)(xxii)|55
3|(a)|a list of application numbers generated but not submitted to the Financial Surveillance Department;|||False|A.3(B)(xxii)(a)|14
3|(b)|a nil return in the event of all applications having been submitted in sequential order; and|||False|A.3(B)(xxii)(b)|16
3|(c)|the range of application numbers generated.|||False|A.3(B)(xxii)(c)|6
2|(xxiii)|Authorised Dealers must reset their application numbering systems to zero at the beginning of each calendar year.|||False|A.3(B)(xxiii)|17
1|(C)|Documentary evidence required by Authorised Dealers in foreign exchange|||True|A.3(C)|9
2|(i)|As far as documentary evidence, as called for in the various sections of the Authorised Dealer Manual is concerned, Authorised Dealers should endorse such documentation ‘exchange provided' or alternatively where such documentation is stored digitally and an audit trail exists, no endorsement is required.|||False|A.3(C)(i)|44
2|(ii)|Digital copies of the documents must be retained for a period of five years by Authorised Dealers for inspection purposes. Authorised Dealers should also point out to their clients that original documents must be retained for a period of five years for inspection purposes.|||False|A.3(C)(ii)|44
2|(iii)|Whenever documentary evidence is called for in any section of the Authorised Dealer Manual, Authorised Dealers shall be obliged to ensure that such documentary evidence, which shall be obtained and scrutinised in connection with a relevant commercial or other transaction involving the purchase or sale of foreign currency either spot or forward, shall, in terms of accepted trade usage, or established accounting, commercial or legal practice, be the best evidence for purposes of:|||False|A.3(C)(iii)|73
3|(a)|identifying and verifying the nature, category or class of the relevant transaction;|||False|A.3(C)(iii)(a)|12
3|(b)|proving and verifying the obligation(s) of each resident, who is a party to the relevant transaction, to make payment(s) of foreign currency or to place such foreign currency to the credit of any non-resident, who is a party to the relevant transaction and/or proving and verifying the right(s) of each resident, who is a party to the relevant transaction, to receive payment(s) of foreign currency from or have such foreign currency placed to its credit by any non-resident, who is a party to the relevant transaction; and|||False|A.3(C)(iii)(b)|87
3|(c)|proving and verifying the amount(s) and timing of each foreign currency payment or credit referred to in (b) above.|||False|A.3(C)(iii)(c)|19
2|(iv)|If the relevant transaction involving foreign currency, as referred to in (iii) above, is recorded in a written agreement to which the relevant resident(s) and non-resident(s) are parties, the term ‘documentary evidence', as utilised in the Authorised Dealer Manual and which shall be obtained and scrutinised by Authorised Dealers in connection with foreign exchange transactions, shall, without derogating from the generality of the provisions contained in (iii) above, mean:|||False|A.3(C)(iv)|69
3|(a)|the original of such written agreement duly signed by or on behalf of the parties thereto; and|||False|A.3(C)(iv)(a)|17
3|(b)|such further supporting or supplementary documents which shall in terms of established accounting, commercial or legal practice be required and generated to give practical effect to the relevant transaction, which supporting or supplementary documents shall include, but not necessarily be limited to relevant confirmatory letters, invoices, receipts, bills of lading or other documents of title, carriage contracts, letters of credit, guarantees, insurance contracts, permits, licences and/or bills of exchange.|||False|A.3(C)(iv)(b)|69
2|(v)|Such original written agreement and supporting or supplementary documents, shall as a minimum requirement, identify and prove the various essential elements of the relevant foreign exchange transaction stipulated in (iii) above.|||False|A.3(C)(v)|31
2|(vi)|If the relevant transaction involving foreign exchange is not recorded in a written agreement contemplated in (iv) above, the term ‘documentary evidence', as utilised in the Authorised Dealer Manual, and which shall be obtained and scrutinised by Authorised Dealers in connection with foreign exchange transactions, shall, without derogating from the generality of the provisions contained in (iii) above, mean the supporting or supplementary documents of the nature specified in (iv)(b) above, provided that such supporting or supplementary documents shall, as a minimum requirement, identify and prove each of the essential elements of the relevant foreign exchange transaction referred to in (iii) above.|||False|A.3(C)(vi)|102
2|(vii)|The directives contained in (iii) to (vi) above, shall not exonerate Authorised Dealers from the duty of obtaining and scrutinising, in connection with any relevant foreign exchange transaction, such documents as may be specified and named in any of the sections of the Authorised Dealer Manual or in any authority granted by the Financial Surveillance Department. (viii) Where the original set of documents is not available, Authorised Dealers may accept those produced by photocopying, faxing or printed copies of electronic documents.|||False|A.3(C)(vii)|81
1|(D)|Reporting requirements for all Authorised Dealers|||True|A.3(D)|6
2|(i)|An Authorised Dealer must comply with the ‘same source' principle for the reporting of all cross-border foreign exchange transactions as outlined in detail in section J. of the Authorised Dealer Manual.|||False|A.3(D)(i)|31
2|(ii)|Authorised Dealers are reminded that the reporting of cross-border foreign exchange transactions, as indicated above, does not exempt them in any way from complying with the Authorised Dealer Manual and Regulations.|||False|A.3(D)(ii)|31
1|(E)|Transactions with Common Monetary Area residents|||True|A.3(E)|6
2|(i)|The application of exchange control within the CMA is governed by the Multilateral Monetary Agreement.|||False|A.3(E)(i)|15
2|(ii)|Lesotho, Namibia and eSwatini have their own monetary authorities as well as their own legislation.|||False|A.3(E)(ii)|15
2|(iii)|CMA country currencies consist of the following: Rand, Lesotho Maloti, eSwatini Emalangeni and Namibian Dollars.|||False|A.3(E)(iii)|15
2|(iv)|Investments and transfers of funds in Rand from/to South Africa to/from other CMA countries do not require the approval of the Financial Surveillance Department.|||False|A.3(E)(iv)|24
2|(v)|There are no foreign exchange restrictions between banks of the CMA countries in respect of cross-border transactions amongst themselves.|||False|A.3(E)(v)|19
2|(vi)|Authorised Dealers may not enter into foreign exchange transactions with residents of other CMA countries. If such requests are received, the clients should be referred back to their bankers in the CMA country concerned, except for (viii) below.|||False|A.3(E)(vi)|38
2|(vii)|Any exposure to a CMA country should be included in the calculation of the macro-prudential limit in terms of section B.2(I)(iv) of the Authorised Dealer Manual.|||False|A.3(E)(vii)|26
2|(viii)|As an exception to (vi) above, Authorised Dealers may:|||False|A.3(E)(viii)|9
3|(a)|sell foreign currency to:|||False|A.3(E)(viii)(a)|4
4|(aa)|foreign diplomats, accredited foreign diplomatic staff as well as students with a valid student card from other CMA countries while in South Africa;|||False|A.3(E)(viii)(a)(aa)|23
4|(bb)|CMA residents in South Africa, to cover unforeseen incidental costs whilst in transit, subject to viewing a passenger ticket confirming a destination outside the CMA;|||False|A.3(E)(viii)(a)(bb)|25
4|(cc)|CMA residents working and residing in South Africa, provided the CMA resident can substantiate that the value of such funds is reasonable in relation to their income generating activities in South Africa; and|||False|A.3(E)(viii)(a)(cc)|33
4|(dd)|CMA residents who travel overland to and from other CMA countries through a SADC country up to an amount not exceeding R25 000 per calendar year. This allocation does not form part of the permissible travel allowance for residents; and|||False|A.3(E)(viii)(a)(dd)|40
3|(b)|enter into foreign exchange or hedging transactions with residents of other CMA countries provided that:|||False|A.3(E)(viii)(b)|15
4|(aa)|the transaction is in respect of the CMA member's own business;|||False|A.3(E)(viii)(b)(aa)|11
4|(bb)|an approval letter has been obtained from the relevant authority of the Central Bank or an appropriate mandated body of the CMA country. Such a letter must be viewed by an Authorised Dealer to ensure that the transaction is concluded on the particular basis as formally sanctioned by the relevant CMA authority; and|||False|A.3(E)(viii)(b)(bb)|53
4|(cc)|information on the nature of transactions and the party with whom such transactions have been entered into is submitted by the Authorised Dealers to the Financial Surveillance Department on a quarterly basis.|||False|A.3(E)(viii)(b)(cc)|32
2|(ix)|CMA residents may enter into Rand transactions with South African institutional investors. The requirement to obtain an approval letter from the relevant authority of the Central Bank or an appropriate mandated body of the CMA country is not applicable in respect of the discretionary business of the South African institutional investor.|||False|A.3(E)(ix)|51
0|A.4|Guidelines and procedures in respect of treasury outsourcing companies and foreign exchange brokers|||True|A.4|13
1|(A)|General|||True|A.4(A)|1
2|(i)|Treasury outsourcing companies and foreign exchange brokers must conduct their business through an Authorised Dealer.|||False|A.4(A)(i)|15
2|(ii)|Authorised Dealers must ensure that their dealings with treasury outsourcing companies and foreign exchange brokers are strictly in accordance with the provisions of the Regulations, in particular the provisions of Regulation 2(1), which expressly prohibit foreign exchange transactions other than through an Authorised Dealer.|||False|A.4(A)(ii)|44
2|(iii)|The guidelines for the conduct and regulating of treasury outsourcing companies and foreign exchange brokers, excluding interbank brokers who are appointed on application, are contained in this section of the Authorised Dealer Manual.|||False|A.4(A)(iii)|33
1|(B)|Application procedure|||True|A.4(B)|2
2|(i)|Treasury outsourcing companies and foreign exchange brokers must obtain written approval from the Financial Surveillance Department through an Authorised Dealer prior to commencing any foreign exchange business.|||False|A.4(B)(i)|27
2|(ii)|The treasury outsourcing company and foreign exchange broker application form may be downloaded from the South African Reserve Bank's website: www.resbank.co.za by following the links: Financial Surveillance >General Public>Treasury outsourcing companies and foreign exchange brokers>Application form.|||False|A.4(B)(ii)|36
1|(C)|Conditions for conducting the business of a treasury outsourcing company and foreign exchange broker|||True|A.4(C)|14
2|(i)|The following conditions are applicable to the business of a treasury outsourcing company and foreign exchange broker:|||False|A.4(C)(i)|17
3|(a)|the treasury outsourcing company or foreign exchange broker must at all times be in possession of a valid Financial Services Provider license issued by the Financial Sector Conduct Authority;|||False|A.4(C)(i)(a)|29
3|(b)|a letter of compliance, on the official letterhead of the treasury outsourcing company or foreign exchange broker signed by two senior officials, must be submitted to the Financial Surveillance Department on an annual basis, for the period ending 31 December of each year.  The letter of compliance must be emailed to SARBToC@resbank.co.za, specifying the wording ‘Treasury Outsourcing Company/Foreign Exchange Broker Letter of Compliance' in the subject field.  The format of the letter of compliance can be downloaded from the South African Reserve Bank's website: www.resbank.co.za by following the links: Financial Surveillance >General Public>Treasury outsourcing companies and foreign exchange brokers>Letter of compliance;|||False|A.4(C)(i)(b)|101
3|(c)|the treasury outsourcing company or foreign exchange broker may not buy or sell foreign currency for its own account and may not hold foreign currency or borrow or lend foreign currency;|||False|A.4(C)(i)(c)|31
3|(d)|the treasury outsourcing company or foreign exchange broker may only act in the market as an intermediary (never as a principal) and should accordingly match a principal client with an Authorised Dealer;|||False|A.4(C)(i)(d)|32
3|(e)|prior to such business being conducted the treasury outsourcing company or foreign exchange broker should be properly mandated to act as agents on behalf of their clients;|||False|A.4(C)(i)(e)|27
3|(f)|the services provided by the treasury outsourcing company or foreign exchange broker may include identifying, monitoring and mitigating foreign risks as well as completing and handling of documentation, general administration of client's foreign exchange exposure and concluding spot and/or forward transactions with an Authorised Dealer;|||False|A.4(C)(i)(f)|45
3|(g)|all foreign exchange transactions must be concluded and settled between the Authorised Dealer and the client. The client must at all times be principal to all the foreign exchange transactions and the exchange rate must be determined by the Authorised Dealer;|||False|A.4(C)(i)(g)|41
3|(h)|the settlement of foreign exchange transactions must be accommodated through the bank account of the client and not that of the treasury outsourcing company or foreign exchange broker;|||False|A.4(C)(i)(h)|28
3|(i)|Authorised Dealers must ensure that all cross-border reporting and documentary evidence are at all times completed in the name of the client;|||False|A.4(C)(i)(i)|22
3|(j)|the treasury outsourcing company or foreign exchange broker must at all times when requested to do so be able to demonstrate a complete audit trail, including the actual clients' instructions, for all transactions booked on behalf of clients;|||False|A.4(C)(i)(j)|38
3|(k)|any fees charged for the services provided by the treasury outsourcing company or foreign exchange broker must be invoiced and settled in Rand as well as be fully disclosed to the client;(l) the requirements of the Financial Intelligence Centre Act, 2001 (Act No. 38 of 2001) must be complied with by the Authorised Dealer and the treasury outsourcing company or foreign exchange broker concerned. In addition, the treasury outsourcing company or foreign exchange broker must comply with the requirements of the Financial Advisory and Intermediary Services Act, 2002 (Act No.37 of 2002);|||False|A.4(C)(i)(k)|92
3|(m)|the Financial Surveillance Department has the right at any stage to carry out an inspection of the treasury outsourcing company's or foreign exchange broker's activities, record keeping, management controls and any other aspects deemed necessary; and|||False|A.4(C)(i)(m)|36
3|(n)|the Financial Surveillance Department may impose any further conditions it may deem necessary.|||False|A.4(C)(i)(n)|13
0|B.1|Payment for imports|||True|B.1|3
1|(A)|Import permits|||True|B.1(A)|2
2|(i)|Authorised Dealers must advise importers that they must ensure that a covering import permit issued by ITAC, is available or is not required, prior to processing any import related and/or hedging transaction.|||False|B.1(A)(i)|32
1|(B)|Requisite documentation|||True|B.1(B)|2
2|(i)|Authorised Dealers may only effect foreign currency payments for imports against the following documentation:|||False|B.1(B)(i)|14
3|(a)|commercial invoices issued by the supplier;|||False|B.1(B)(i)(a)|6
3|(b)|any one of the transport documents as prescribed by the International Chamber of Commerce Uniform Customs and Practice for Documentary Credits (UCP 600) and its supplement for electronic presentation, the eUCP, evidencing transport of the relative goods to South Africa; or|||False|B.1(B)(i)(b)|41
3|(c)|Freight Forwarders Certificate of Receipt or Freight Forwarders Certificate of Transport; and|||False|B.1(B)(i)(c)|12
3|(d)|consignee's copy of the prescribed SARS Customs Declaration.|||False|B.1(B)(i)(d)|8
2|(ii)|In lieu of the documents referred to in (i)(b) and (c) above, arrival notifications issued by shipping companies may be tendered.|||False|B.1(B)(ii)|21
2|(iii)|Imports from Botswana may, however, be paid for against a commercial invoice issued by the supplier and the consignee's copy of the prescribed SARS Customs Declaration.|||False|B.1(B)(iii)|26
1|(C)|Payment for imports|||True|B.1(C)|3
2|(i)|Import payments|||True|B.1(C)(i)|2
2||Foreign currency may be provided to pay for the following:|||False|B.1(C)(i)|10
3|(a)|the actual price of imported goods;|||False|B.1(C)(i)(a)|6
3|(b)|bona fide freight charges;|||False|B.1(C)(i)(b)|4
3|(c)|insurance cover;|||False|B.1(C)(i)(c)|2
3|(d)|buying commissions and retainer fees due to agents, provided that the rate of commission or fee is normal in the particular trade concerned; (e) other incidental charges incurred in the purchase and shipment of the goods and/or cancellation of orders, but not included in the actual price; and/or|||False|B.1(C)(i)(d)|48
3|(f)|interest payments of up to the applicable base rate plus 3 per cent for credit extended shorter than one year.|||False|B.1(C)(i)(f)|20
2|(ii)|Final settlement for imports|||True|B.1(C)(ii)|4
3|(a)|Authorised Dealers may approve requests for final settlement adjustments on imports (e.g. amounts due in respect of weight adjustments, quality allowances) against documentary evidence confirming the purpose and amounts involved.|||False|B.1(C)(ii)(a)|30
1|(D)|Terms of payment for imports|||True|B.1(D)|5
2|(i)|Advance payments|||True|B.1(D)(i)|2
3|(a)|Authorised Dealers may provide foreign currency in respect of advance payments to cover the cost of permissible imports, other than capital goods, against the presentation of an invoice.|||False|B.1(D)(i)(a)|28
3|(b)|Authorised Dealers must, in respect of payments in excess of R50 000, subsequently view a copy of the prescribed SARS Customs Declaration bearing the MRN, to ensure that the foreign currency provided had been utilised for the purpose stated and that the goods have been imported into South Africa.|||False|B.1(D)(i)(b)|49
3|(c)|All foreign exchange transactions involving advance payments for imports are subject to the condition that the Authorised Dealer making the advance payment has procedures in place to follow up and report non-compliance to the Financial Surveillance Department.|||False|B.1(D)(i)(c)|37
3|(d)|Authorised Dealers must also inform importers of their obligations in terms of Regulation 12.|||False|B.1(D)(i)(d)|14
2|(ii)|Capital goods|||True|B.1(D)(ii)|2
3|(a)|Foreign currency may be provided for advance payments up to 100 per cent of the ex-factory cost of capital goods to be imported not exceeding a total value of R10 million.|||False|B.1(D)(ii)(a)|31
3|(b)|Payment for the importation of capital goods in excess of R10 million may only be provided up to 50 per cent of the ex-factory cost of the goods to be imported. Clients must confirm to their Authorised Dealer that the order would otherwise be refused and that such payment is normal in the trade concerned.|||False|B.1(D)(ii)(b)|55
2|(iii)|Cash-on-delivery consignments|||True|B.1(D)(iii)|2
3|(a)|Authorised Dealers may provide foreign currency to meet import payments relating to goods that have been consigned by air on a cash-on-delivery basis against submission of a copy of the relevant transport document dated and signed by a member of the South African Association of Freight Forwarders.|||False|B.1(D)(iii)(a)|47
3|(b)|Authorised Dealers must satisfy themselves, by viewing the commercial invoice and the prescribed SARS Customs Declaration within 14 days thereafter, that the foreign currency provided has been used for the purpose stated and that the goods have been imported into South Africa.|||False|B.1(D)(iii)(b)|42
2|(iv)|Extended credit terms|||True|B.1(D)(iv)|3
3|(a)|The establishment of documentary credits, stand-by letters of credit, arranging to guarantee payments (e.g. by aval) or open account payments in connection with the importation of goods into South Africa, where the credit terms extended to the local importer exceed 12 months, requires the prior written approval of the Financial Surveillance Department. Such extended credit terms would normally relate to the importation of capital goods. Also see section I.3(C) of the Authorised Dealer Manual.|||False|B.1(D)(iv)(a)|74
2|(v)|Payments older than 12 months|||True|B.1(D)(v)|5
